"words","pos_likelihood","neg_likelihood"
"reward",0.0887423935091278,0.0112576064908722
"promise",0.0887423935091278,0.0112576064908722
"sweet",0.0887423935091278,0.0112576064908722
"happiness",0.0887423935091278,0.0112576064908722
"satisfy",0.0887423935091278,0.0112576064908722
"honorable",0.0887423935091278,0.0112576064908722
"very useful",0.0887423935091278,0.0112576064908722
"encourage",0.0887423935091278,0.0112576064908722
"rather nice",0.0887423935091278,0.0112576064908722
"respect",0.0887423935091278,0.0112576064908722
"pure",0.0887423935091278,0.0112576064908722
"quite happy",0.0887423935091278,0.0112576064908722
"thoughtful",0.0887423935091278,0.0112576064908722
"lively",0.0887423935091278,0.0112576064908722
"loyal",0.0884888438133874,0.0115111561866126
"hopeful",0.0880324543610548,0.0119675456389452
"attraction",0.0880324543610548,0.0119675456389452
"would be great",0.0880324543610548,0.0119675456389452
"very good",0.0880324543610548,0.0119675456389452
"was so proud",0.0880324543610548,0.0119675456389452
"gold",0.0880324543610548,0.0119675456389452
"courage",0.0880324543610548,0.0119675456389452
"particularly good",0.0880324543610548,0.0119675456389452
"certainly good",0.0880324543610548,0.0119675456389452
"genius",0.0880324543610548,0.0119675456389452
"honest",0.0880324543610548,0.0119675456389452
"smart",0.0880324543610548,0.0119675456389452
"highly accurate",0.0880324543610548,0.0119675456389452
"was so nice",0.0880324543610548,0.0119675456389452
"was very successful",0.0880324543610548,0.0119675456389452
"was really good",0.0880324543610548,0.0119675456389452
"divinity",0.0880324543610548,0.0119675456389452
"positive",0.0880324543610548,0.0119675456389452
"bright",0.0880324543610548,0.0119675456389452
"was really nice",0.0880324543610548,0.0119675456389452
"value",0.0878296146044625,0.0121703853955375
"elegant",0.0873225152129817,0.0126774847870183
"luxury",0.0873225152129817,0.0126774847870183
"legitimate",0.0873225152129817,0.0126774847870183
"sympathetic",0.0873225152129817,0.0126774847870183
"very helpful",0.0873225152129817,0.0126774847870183
"pretty nice",0.0873225152129817,0.0126774847870183
"kind",0.0873225152129817,0.0126774847870183
"special",0.0873225152129817,0.0126774847870183
"fun",0.0873225152129817,0.0126774847870183
"favorable",0.0873225152129817,0.0126774847870183
"was very good",0.0873225152129817,0.0126774847870183
"funny",0.0873225152129817,0.0126774847870183
"gift",0.0873225152129817,0.0126774847870183
"flourish",0.0873225152129817,0.0126774847870183
"more successful",0.0873225152129817,0.0126774847870183
"saint",0.0873225152129817,0.0126774847870183
"beneficial",0.0873225152129817,0.0126774847870183
"friend",0.0873225152129817,0.0126774847870183
"more love",0.0873225152129817,0.0126774847870183
"so nice",0.0873225152129817,0.0126774847870183
"most special",0.0873225152129817,0.0126774847870183
"devotion",0.0873225152129817,0.0126774847870183
"quite enjoy",0.0873225152129817,0.0126774847870183
"triumph",0.0873225152129817,0.0126774847870183
"remarkable",0.0870182555780933,0.0129817444219067
"quite proud",0.0866125760649087,0.0133874239350913
"enchant",0.0866125760649087,0.0133874239350913
"really nice",0.0866125760649087,0.0133874239350913
"really pleased",0.0866125760649087,0.0133874239350913
"extremely proud",0.0866125760649087,0.0133874239350913
"most useful",0.0866125760649087,0.0133874239350913
"laughter",0.0866125760649087,0.0133874239350913
"particularly effective",0.0866125760649087,0.0133874239350913
"more attractive",0.0866125760649087,0.0133874239350913
"enlighten",0.0866125760649087,0.0133874239350913
"intimate",0.0866125760649087,0.0133874239350913
"especially interested",0.0866125760649087,0.0133874239350913
"uppermost",0.0862068965517241,0.0137931034482759
"glory",0.0862068965517241,0.0137931034482759
"quite pleased",0.0862068965517241,0.0137931034482759
"inspire",0.0859026369168357,0.0140973630831643
"really special",0.0859026369168357,0.0140973630831643
"truth",0.0859026369168357,0.0140973630831643
"too pleased",0.0859026369168357,0.0140973630831643
"very complete",0.0859026369168357,0.0140973630831643
"caress",0.0859026369168357,0.0140973630831643
"enthusiasm",0.0859026369168357,0.0140973630831643
"was so good",0.0859026369168357,0.0140973630831643
"thank",0.0859026369168357,0.0140973630831643
"particularly great",0.0859026369168357,0.0140973630831643
"courtesy",0.0859026369168357,0.0140973630831643
"was really proud",0.0859026369168357,0.0140973630831643
"rather special",0.0859026369168357,0.0140973630831643
"extremely useful",0.0859026369168357,0.0140973630831643
"more right",0.0859026369168357,0.0140973630831643
"talent",0.0859026369168357,0.0140973630831643
"luck",0.0859026369168357,0.0140973630831643
"was quite nice",0.0859026369168357,0.0140973630831643
"quality",0.0859026369168357,0.0140973630831643
"very very nice",0.0859026369168357,0.0140973630831643
"eloquent",0.0859026369168357,0.0140973630831643
"humor",0.0859026369168357,0.0140973630831643
"most popular",0.085395537525355,0.014604462474645
"motivation",0.085395537525355,0.014604462474645
"more happy",0.085395537525355,0.014604462474645
"loyalty",0.0851926977687627,0.0148073022312373
"intelligent",0.0851926977687627,0.0148073022312373
"was quite fun",0.0851926977687627,0.0148073022312373
"virtue",0.0851926977687627,0.0148073022312373
"progressive",0.0851926977687627,0.0148073022312373
"compassion",0.0851926977687627,0.0148073022312373
"healthy",0.0851926977687627,0.0148073022312373
"so attractive",0.0851926977687627,0.0148073022312373
"affection",0.0851926977687627,0.0148073022312373
"so safe",0.0851926977687627,0.0148073022312373
"hero",0.0851926977687627,0.0148073022312373
"morality",0.0851926977687627,0.0148073022312373
"fair",0.0851926977687627,0.0148073022312373
"assurance",0.0851926977687627,0.0148073022312373
"was very keen",0.0851926977687627,0.0148073022312373
"smile",0.0851926977687627,0.0148073022312373
"admire",0.0851926977687627,0.0148073022312373
"friendship",0.0851926977687627,0.0148073022312373
"welcome",0.0851926977687627,0.0148073022312373
"too happy",0.08473630831643,0.01526369168357
"hospitable",0.0846348884381339,0.0153651115618661
"very popular",0.0846348884381339,0.0153651115618661
"congratulation",0.0846348884381339,0.0153651115618661
"honeymoon",0.0845334685598377,0.0154665314401623
"was very funny",0.0845334685598377,0.0154665314401623
"liberty",0.0845334685598377,0.0154665314401623
"vitality",0.0845334685598377,0.0154665314401623
"plentiful",0.0845334685598377,0.0154665314401623
"much hope",0.0845334685598377,0.0154665314401623
"luckily",0.0845334685598377,0.0154665314401623
"effective",0.0845334685598377,0.0154665314401623
"extremely effective",0.0845334685598377,0.0154665314401623
"nice",0.0845334685598377,0.0154665314401623
"particularly special",0.0845334685598377,0.0154665314401623
"so special",0.0845334685598377,0.0154665314401623
"polite",0.0845334685598377,0.0154665314401623
"attractive",0.0845334685598377,0.0154665314401623
"proud",0.0845334685598377,0.0154665314401623
"grand",0.0845334685598377,0.0154665314401623
"much more useful",0.0845334685598377,0.0154665314401623
"highly popular",0.0845334685598377,0.0154665314401623
"helpful",0.0845334685598377,0.0154665314401623
"faithful",0.0845334685598377,0.0154665314401623
"safety",0.0845334685598377,0.0154665314401623
"superior",0.0845334685598377,0.0154665314401623
"much love",0.0845334685598377,0.0154665314401623
"glitter",0.0845334685598377,0.0154665314401623
"relieve",0.0838235294117647,0.0161764705882353
"very funny",0.0838235294117647,0.0161764705882353
"quite important",0.0838235294117647,0.0161764705882353
"really understand",0.0838235294117647,0.0161764705882353
"particularly attractive",0.0838235294117647,0.0161764705882353
"quite good",0.0838235294117647,0.0161764705882353
"especially useful",0.0838235294117647,0.0161764705882353
"supreme",0.0838235294117647,0.0161764705882353
"especially popular",0.0838235294117647,0.0161764705882353
"can be successful",0.0838235294117647,0.0161764705882353
"approve",0.0838235294117647,0.0161764705882353
"can enjoy",0.0838235294117647,0.0161764705882353
"was more appropriate",0.0838235294117647,0.0161764705882353
"quite nice",0.0838235294117647,0.0161764705882353
"so proud",0.0838235294117647,0.0161764705882353
"handsome",0.0838235294117647,0.0161764705882353
"was really funny",0.0838235294117647,0.0161764705882353
"heal",0.0838235294117647,0.0161764705882353
"very significant",0.0838235294117647,0.0161764705882353
"so right",0.0838235294117647,0.0161764705882353
"energetic",0.0838235294117647,0.0161764705882353
"right",0.0838235294117647,0.0161764705882353
"approval",0.0838235294117647,0.0161764705882353
"rather proud",0.0838235294117647,0.0161764705882353
"gladden",0.0838235294117647,0.0161764705882353
"unique",0.0838235294117647,0.0161764705882353
"fulfillment",0.0838235294117647,0.0161764705882353
"more hope",0.0838235294117647,0.0161764705882353
"highly suitable",0.0838235294117647,0.0161764705882353
"wisdom",0.0838235294117647,0.0161764705882353
"courteous",0.0838235294117647,0.0161764705882353
"never better",0.0838235294117647,0.0161764705882353
"satisfaction",0.0838235294117647,0.0161764705882353
"was so easy",0.0838235294117647,0.0161764705882353
"salvation",0.0831135902636917,0.0168864097363083
"might be good",0.0831135902636917,0.0168864097363083
"very very funny",0.0831135902636917,0.0168864097363083
"very great",0.0831135902636917,0.0168864097363083
"opportunity",0.0831135902636917,0.0168864097363083
"extremely popular",0.0831135902636917,0.0168864097363083
"faith",0.0831135902636917,0.0168864097363083
"eager",0.0831135902636917,0.0168864097363083
"really useful",0.0831135902636917,0.0168864097363083
"highly significant",0.0831135902636917,0.0168864097363083
"appreciation",0.0831135902636917,0.0168864097363083
"lucky",0.0831135902636917,0.0168864097363083
"quite useful",0.0831135902636917,0.0168864097363083
"serene",0.0831135902636917,0.0168864097363083
"excite",0.0831135902636917,0.0168864097363083
"much more fun",0.0831135902636917,0.0168864097363083
"benefit",0.0831135902636917,0.0168864097363083
"favor",0.0831135902636917,0.0168864097363083
"holy",0.0831135902636917,0.0168864097363083
"appreciable",0.0831135902636917,0.0168864097363083
"sincerity",0.0831135902636917,0.0168864097363083
"rather pleased",0.0831135902636917,0.0168864097363083
"extremely significant",0.0830121703853955,0.0169878296146045
"really funny",0.0830121703853955,0.0169878296146045
"can be good",0.0830121703853955,0.0169878296146045
"must be love",0.0830121703853955,0.0169878296146045
"most effective",0.0824036511156187,0.0175963488843813
"very keen",0.0824036511156187,0.0175963488843813
"health",0.0824036511156187,0.0175963488843813
"was so funny",0.0824036511156187,0.0175963488843813
"was quite good",0.0824036511156187,0.0175963488843813
"most helpful",0.0824036511156187,0.0175963488843813
"brightness",0.0824036511156187,0.0175963488843813
"pride",0.0824036511156187,0.0175963488843813
"so interested",0.0824036511156187,0.0175963488843813
"best",0.0824036511156187,0.0175963488843813
"was so interested",0.0824036511156187,0.0175963488843813
"certainly better",0.0824036511156187,0.0175963488843813
"more great",0.0824036511156187,0.0175963488843813
"steady",0.0824036511156187,0.0175963488843813
"clean",0.0824036511156187,0.0175963488843813
"completion",0.0824036511156187,0.0175963488843813
"lovely",0.0822008113590264,0.0177991886409736
"engage",0.0822008113590264,0.0177991886409736
"should benefit",0.0816937119675456,0.0183062880324544
"would be nice",0.0816937119675456,0.0183062880324544
"rich",0.0816937119675456,0.0183062880324544
"trust",0.0816937119675456,0.0183062880324544
"marry",0.0816937119675456,0.0183062880324544
"was so pleased",0.0816937119675456,0.0183062880324544
"particularly pleased",0.0816937119675456,0.0183062880324544
"warm",0.0816937119675456,0.0183062880324544
"very accurate",0.0816937119675456,0.0183062880324544
"extremely successful",0.0816937119675456,0.0183062880324544
"remarkably",0.0816937119675456,0.0183062880324544
"so significant",0.0816937119675456,0.0183062880324544
"was very great",0.0816937119675456,0.0183062880324544
"abundance",0.0816937119675456,0.0183062880324544
"profitable",0.0816937119675456,0.0183062880324544
"achieve",0.0816937119675456,0.0183062880324544
"TRUE",0.0816937119675456,0.0183062880324544
"reliability",0.0816937119675456,0.0183062880324544
"accomplish",0.0813894523326572,0.0186105476673428
"very easy",0.0813894523326572,0.0186105476673428
"very able",0.0809837728194726,0.0190162271805274
"festival",0.0809837728194726,0.0190162271805274
"most attractive",0.0809837728194726,0.0190162271805274
"secure",0.0809837728194726,0.0190162271805274
"worth",0.0809837728194726,0.0190162271805274
"most benefit",0.0809837728194726,0.0190162271805274
"extremely interested",0.0809837728194726,0.0190162271805274
"worthy",0.0809837728194726,0.0190162271805274
"would be fun",0.0809837728194726,0.0190162271805274
"most enjoy",0.0809837728194726,0.0190162271805274
"quite successful",0.0809837728194726,0.0190162271805274
"rather funny",0.0809837728194726,0.0190162271805274
"particularly nice",0.0809837728194726,0.0190162271805274
"quite right",0.0809837728194726,0.0190162271805274
"solution",0.080578093306288,0.019421906693712
"really proud",0.080578093306288,0.019421906693712
"hope",0.080578093306288,0.019421906693712
"highly relevant",0.080578093306288,0.019421906693712
"must love",0.0802738336713996,0.0197261663286004
"very interested",0.0802738336713996,0.0197261663286004
"treat",0.0802738336713996,0.0197261663286004
"should hope",0.0802738336713996,0.0197261663286004
"increasingly popular",0.0802738336713996,0.0197261663286004
"relatively easy",0.0802738336713996,0.0197261663286004
"familiar",0.0802738336713996,0.0197261663286004
"dignity",0.0802738336713996,0.0197261663286004
"fairly good",0.0802738336713996,0.0197261663286004
"most fun",0.0802738336713996,0.0197261663286004
"succeed",0.0802738336713996,0.0197261663286004
"guarantee",0.0802738336713996,0.0197261663286004
"brotherhood",0.0802738336713996,0.0197261663286004
"perseverance",0.0802738336713996,0.0197261663286004
"so effective",0.0802738336713996,0.0197261663286004
"more good",0.0802738336713996,0.0197261663286004
"was particularly interested",0.0802738336713996,0.0197261663286004
"optimal",0.0802738336713996,0.0197261663286004
"free",0.0802738336713996,0.0197261663286004
"agreeable",0.0802738336713996,0.0197261663286004
"much fun",0.0802738336713996,0.0197261663286004
"easy",0.0802738336713996,0.0197261663286004
"would be very helpful",0.0802738336713996,0.0197261663286004
"can be great",0.0802738336713996,0.0197261663286004
"would be very pleased",0.0802738336713996,0.0197261663286004
"merit",0.0802738336713996,0.0197261663286004
"wise",0.0802738336713996,0.0197261663286004
"impressive",0.0802738336713996,0.0197261663286004
"efficient",0.0800709939148073,0.0199290060851927
"qualify",0.0797667342799189,0.0202332657200811
"motivated",0.0797667342799189,0.0202332657200811
"entertain",0.0797667342799189,0.0202332657200811
"fulfill",0.0797667342799189,0.0202332657200811
"safe",0.0797667342799189,0.0202332657200811
"cooperative",0.0797667342799189,0.0202332657200811
"alliance",0.0797667342799189,0.0202332657200811
"relatively successful",0.0795638945233266,0.0204361054766734
"much good",0.0795638945233266,0.0204361054766734
"advancement",0.0795638945233266,0.0204361054766734
"fancy",0.0795638945233266,0.0204361054766734
"rather good",0.0795638945233266,0.0204361054766734
"was more effective",0.0795638945233266,0.0204361054766734
"highly important",0.0795638945233266,0.0204361054766734
"particularly helpful",0.0795638945233266,0.0204361054766734
"heroine",0.0795638945233266,0.0204361054766734
"reliable",0.0795638945233266,0.0204361054766734
"more special",0.0795638945233266,0.0204361054766734
"fairly easy",0.0795638945233266,0.0204361054766734
"community",0.0795638945233266,0.0204361054766734
"may agree",0.0795638945233266,0.0204361054766734
"applause",0.0795638945233266,0.0204361054766734
"innocence",0.0795638945233266,0.0204361054766734
"golden",0.0795638945233266,0.0204361054766734
"effectiveness",0.0795638945233266,0.0204361054766734
"abundant",0.0795638945233266,0.0204361054766734
"commitment",0.0795638945233266,0.0204361054766734
"was quite easy",0.0795638945233266,0.0204361054766734
"should enjoy",0.0795638945233266,0.0204361054766734
"attract",0.0791075050709939,0.0208924949290061
"would enjoy",0.0789553752535497,0.0210446247464503
"cooperation",0.0789553752535497,0.0210446247464503
"intellectual",0.0789553752535497,0.0210446247464503
"tremendous",0.0789553752535497,0.0210446247464503
"comfortable",0.0789553752535497,0.0210446247464503
"imaginative",0.0789553752535497,0.0210446247464503
"prize",0.0789553752535497,0.0210446247464503
"famous",0.0789553752535497,0.0210446247464503
"dependable",0.0788539553752536,0.0211460446247465
"increasingly attractive",0.0788539553752536,0.0211460446247465
"gentle",0.0788539553752536,0.0211460446247465
"award",0.0788539553752536,0.0211460446247465
"satisfactory",0.0788539553752536,0.0211460446247465
"must be good",0.0788539553752536,0.0211460446247465
"useful",0.0788539553752536,0.0211460446247465
"much more successful",0.0788539553752536,0.0211460446247465
"comfort",0.0788539553752536,0.0211460446247465
"agreement",0.0788539553752536,0.0211460446247465
"reassurance",0.0788539553752536,0.0211460446247465
"reassure",0.0788539553752536,0.0211460446247465
"clever",0.0788539553752536,0.0211460446247465
"extremely keen",0.0788539553752536,0.0211460446247465
"attend",0.0788539553752536,0.0211460446247465
"dear",0.0788539553752536,0.0211460446247465
"especially attractive",0.0788539553752536,0.0211460446247465
"was particularly successful",0.0788539553752536,0.0211460446247465
"innocent",0.0781947261663286,0.0218052738336714
"decency",0.0781947261663286,0.0218052738336714
"superlative",0.0781947261663286,0.0218052738336714
"humorous",0.0781947261663286,0.0218052738336714
"was particularly pleased",0.0781947261663286,0.0218052738336714
"good",0.0781947261663286,0.0218052738336714
"was very effective",0.0781947261663286,0.0218052738336714
"progress",0.0781947261663286,0.0218052738336714
"impress",0.0781947261663286,0.0218052738336714
"dynamic",0.0781947261663286,0.0218052738336714
"so allow",0.0781947261663286,0.0218052738336714
"create",0.0781947261663286,0.0218052738336714
"accommodate",0.0781947261663286,0.0218052738336714
"alive",0.0781947261663286,0.0218052738336714
"glow",0.0781947261663286,0.0218052738336714
"more significant",0.0781947261663286,0.0218052738336714
"more popular",0.0781947261663286,0.0218052738336714
"more easy",0.0781947261663286,0.0218052738336714
"tranquil",0.0781947261663286,0.0218052738336714
"so popular",0.0781947261663286,0.0218052738336714
"invitation",0.0781947261663286,0.0218052738336714
"should be fun",0.0781947261663286,0.0218052738336714
"would be safe",0.0781947261663286,0.0218052738336714
"give",0.0781947261663286,0.0218052738336714
"imagination",0.0781947261663286,0.0218052738336714
"was particularly true",0.0781947261663286,0.0218052738336714
"integrity",0.0781947261663286,0.0218052738336714
"certainly right",0.0781947261663286,0.0218052738336714
"plenty",0.0781947261663286,0.0218052738336714
"dedication",0.0774847870182556,0.0225152129817444
"justice",0.0774847870182556,0.0225152129817444
"especially important",0.0774847870182556,0.0225152129817444
"consistent",0.0774847870182556,0.0225152129817444
"certainly important",0.0774847870182556,0.0225152129817444
"was very fair",0.0774847870182556,0.0225152129817444
"reasonable",0.0774847870182556,0.0225152129817444
"genial",0.0774847870182556,0.0225152129817444
"should love",0.0774847870182556,0.0225152129817444
"very effective",0.0774847870182556,0.0225152129817444
"was more important",0.0774847870182556,0.0225152129817444
"was so real",0.0774847870182556,0.0225152129817444
"connect",0.0774847870182556,0.0225152129817444
"fond",0.0774847870182556,0.0225152129817444
"most significant",0.0774847870182556,0.0225152129817444
"melody",0.0774847870182556,0.0225152129817444
"grateful",0.0774847870182556,0.0225152129817444
"should be proud",0.0774847870182556,0.0225152129817444
"particularly successful",0.0773833671399594,0.0226166328600406
"most interest",0.0773833671399594,0.0226166328600406
"would be very good",0.0773833671399594,0.0226166328600406
"especially true",0.0773833671399594,0.0226166328600406
"fit",0.0773833671399594,0.0226166328600406
"probably good",0.0767748478701826,0.0232251521298174
"charm",0.0767748478701826,0.0232251521298174
"really effective",0.0767748478701826,0.0232251521298174
"protect",0.0767748478701826,0.0232251521298174
"creativity",0.0767748478701826,0.0232251521298174
"most proud",0.0767748478701826,0.0232251521298174
"essential",0.0767748478701826,0.0232251521298174
"could be happy",0.0767748478701826,0.0232251521298174
"capable",0.0767748478701826,0.0232251521298174
"much useful",0.0767748478701826,0.0232251521298174
"might be appropriate",0.0767748478701826,0.0232251521298174
"really help",0.0767748478701826,0.0232251521298174
"really safe",0.0767748478701826,0.0232251521298174
"particularly suitable",0.0767748478701826,0.0232251521298174
"intelligence",0.0767748478701826,0.0232251521298174
"more pay",0.0767748478701826,0.0232251521298174
"was very popular",0.0767748478701826,0.0232251521298174
"might enjoy",0.0767748478701826,0.0232251521298174
"virtuous",0.0767748478701826,0.0232251521298174
"can be free",0.0767748478701826,0.0232251521298174
"much more accurate",0.0767748478701826,0.0232251521298174
"can be proud",0.0767748478701826,0.0232251521298174
"should be helpful",0.0767748478701826,0.0232251521298174
"much more attractive",0.0767748478701826,0.0232251521298174
"was quite interested",0.0767748478701826,0.0232251521298174
"partnership",0.0767748478701826,0.0232251521298174
"may be happy",0.0767748478701826,0.0232251521298174
"would be able",0.0765720081135903,0.0234279918864097
"can provide",0.0765720081135903,0.0234279918864097
"so funny",0.0765720081135903,0.0234279918864097
"culture",0.0765720081135903,0.0234279918864097
"sacred",0.0765720081135903,0.0234279918864097
"much more effective",0.0765720081135903,0.0234279918864097
"principle",0.0763184584178499,0.0236815415821501
"heart",0.0763184584178499,0.0236815415821501
"co-operation",0.0760649087221095,0.0239350912778905
"should be easy",0.0760649087221095,0.0239350912778905
"protection",0.0760649087221095,0.0239350912778905
"really care",0.0760649087221095,0.0239350912778905
"quite significant",0.0760649087221095,0.0239350912778905
"cure",0.0760649087221095,0.0239350912778905
"would be easy",0.0760649087221095,0.0239350912778905
"more interested",0.0760649087221095,0.0239350912778905
"would be very happy",0.0760649087221095,0.0239350912778905
"unity",0.0760649087221095,0.0239350912778905
"most important",0.0760649087221095,0.0239350912778905
"keen",0.0760649087221095,0.0239350912778905
"so easy",0.0760649087221095,0.0239350912778905
